life_expectancy,mean_years_schooling,expected_years_schooling,gni_per_capita,hdi_score,hdi_category
45.65,2.56,3.82,2110.3,0.3265,Low
65.45,5.12,12.33,6069.85,0.606,Medium
76.42,13.81,17.91,48529.32,0.9193,Very High
63.48,6.15,8.06,10101.85,0.5848,Medium
77.93,13.11,15.63,60375.67,0.9088,Very High
80.96,12.87,14.37,65032.51,0.9125,Very High
72.89,8.98,12.82,11056.63,0.7238,High
70.43,8.34,14.19,27263.12,0.7616,High
60.29,1.54,9.09,2402.54,0.4488,Low
80.81,12.23,15.01,60861.71,0.9074,Very High
85.01,13.37,17.19,59054.0,0.9619,Very High
57.32,4.68,9.58,7875.83,0.5427,Low
67.03,4.55,8.53,11646.76,0.5868,Medium
52.06,4.01,4.4,2039.93,0.3859,Low
82.81,10.5,16.76,49000.16,0.9034,Very High
81.73,13.42,15.07,57943.09,0.9245,Very High
60.6,4.76,10.27,5053.73,0.5477,Low
60.69,4.16,8.63,1175.27,0.4451,Low
65.98,6.59,10.59,6071.55,0.6087,Medium
79.17,9.92,16.58,66255.06,0.8907,Very High
67.46,9.04,11.75,19311.36,0.7142,High
59.32,7.99,8.87,5245.14,0.5703,Medium
74.48,7.52,14.5,25060.15,0.7703,High
66.56,2.82,10.47,10234.07,0.5776,Medium
77.46,13.7,17.95,41133.81,0.9157,Very High
81.85,10.18,14.78,56831.23,0.881,Very High
60.08,4.12,7.02,3192.91,0.4751,Low
58.82,3.98,11.38,6190.1,0.5507,Medium
73.89,7.79,12.48,22258.14,0.7431,High
79.64,14.41,18.51,53238.02,0.9483,Very High
54.91,1.8,6.47,2568.14,0.3982,Low
60.69,5.25,11.46,4720.94,0.5644,Medium
76.14,12.36,14.01,51379.83,0.8673,Very High
61.55,7.53,11.4,2972.67,0.5709,Medium
58.62,7.62,8.65,2944.11,0.5314,Low
69.93,6.64,9.86,6056.05,0.6178,Medium
80.11,13.95,17.87,32776.43,0.9197,Very High
78.87,11.25,14.41,59396.55,0.8782,Very High
68.57,8.74,14.91,17921.74,0.7449,High
72.9,8.6,12.69,11825.82,0.7212,High
44.16,4.45,5.3,3075.47,0.3845,Low
73.29,11.29,14.89,13493.41,0.7828,High
68.84,7.07,8.24,10137.45,0.6245,Medium
55.68,4.69,7.94,2688.58,0.4685,Low
64.65,6.83,10.01,7643.0,0.6106,Medium
64.48,6.54,9.2,4738.76,0.5737,Medium
52.1,2.78,7.21,420.98,0.3156,Low
60.61,3.39,4.36,2545.63,0.415,Low
75.2,14.34,16.08,69872.81,0.9194,Very High
68.97,10.31,12.77,22563.23,0.7552,High
58.41,2.15,9.12,699.27,0.3836,Low
66.91,12.6,10.76,9003.44,0.7066,High
43.78,5.48,4.7,2261.12,0.3779,Low
60.6,5.51,7.31,11806.01,0.5584,Medium
57.45,5.22,9.83,5698.7,0.5398,Low
47.43,2.34,6.58,1795.29,0.3634,Low
57.42,4.49,11.84,3996.44,0.5354,Low
69.64,10.86,12.01,24287.04,0.7611,High
50.0,5.33,5.08,734.22,0.354,Low
69.8,10.21,13.02,11320.77,0.727,High
65.87,7.98,13.57,24826.81,0.723,High
67.94,6.56,7.21,2583.87,0.5334,Low
60.52,6.71,11.68,10433.97,0.6214,Medium
83.26,11.75,17.88,41046.79,0.9229,Very High
70.47,10.77,13.12,12358.94,0.7421,High
48.09,5.13,7.07,2650.6,0.4284,Low
59.36,4.91,10.92,9942.0,0.5813,Medium
59.61,8.04,11.49,10205.68,0.63,Medium
85.87,13.03,15.63,42010.98,0.9255,Very High
63.18,2.54,5.8,1300.44,0.3986,Low
70.23,7.02,15.72,11522.52,0.7189,High
83.3,11.92,14.81,66988.41,0.9181,Very High
60.32,6.33,11.1,2360.41,0.5358,Low
78.17,6.61,12.7,17824.84,0.7378,High
45.18,3.63,5.72,2072.54,0.3675,Low
68.42,3.71,10.36,4991.8,0.5657,Medium
73.28,8.77,13.37,28839.27,0.7751,High
78.49,13.28,16.87,39338.4,0.9045,Very High
74.87,14.46,14.71,59933.08,0.8989,Very High
71.12,7.67,13.72,21237.24,0.7401,High
53.93,0.43,6.83,2674.73,0.3752,Low
84.04,14.27,15.77,58254.3,0.9531,Very High
60.45,5.33,10.22,9386.07,0.5819,Medium
80.8,11.06,14.18,31311.4,0.8523,Very High
50.55,1.26,9.2,2663.76,0.4108,Low
77.25,15.0,15.32,46229.76,0.9108,Very High
78.84,13.37,15.44,39625.08,0.8944,Very High
82.92,12.69,15.05,39904.75,0.9032,Very High
68.91,5.69,11.71,3948.24,0.5992,Medium
57.64,4.74,11.25,9857.42,0.5738,Medium
76.93,7.53,12.7,23228.64,0.7578,High
56.85,6.14,7.02,2961.61,0.4877,Low
81.15,12.62,17.56,44494.33,0.9234,Very High
46.79,0.93,5.3,894.96,0.2898,Low
57.24,4.21,11.11,7554.94,0.5519,Medium
67.68,3.84,12.17,6499.97,0.5997,Medium
71.35,8.68,14.59,26620.38,0.7735,High
55.26,4.32,7.13,1894.18,0.4352,Low
52.27,3.47,8.25,955.47,0.3879,Low
58.56,3.82,5.77,1988.78,0.4257,Low
58.25,2.5,6.75,2338.25,0.4235,Low
56.7,3.44,7.16,1786.33,0.4257,Low
58.39,5.74,10.21,4292.78,0.5421,Low
44.23,2.17,5.33,1277.67,0.3162,Low
70.98,7.95,11.99,14706.0,0.7071,High
62.53,8.06,7.77,8000.36,0.5942,Medium
82.84,11.42,15.84,45840.64,0.9022,Very High
61.87,1.25,4.14,1107.11,0.3321,Low
82.83,11.53,14.97,48208.43,0.8971,Very High
73.15,8.26,14.46,16706.26,0.7537,High
75.66,10.5,12.1,10639.38,0.7454,High
69.39,4.14,11.15,8455.11,0.6109,Medium
72.0,7.8,13.91,32410.01,0.7672,High
58.04,3.19,7.02,1512.66,0.4167,Low
65.67,3.97,8.45,8920.46,0.5593,Medium
62.68,2.76,3.86,2041.88,0.3906,Low
70.7,5.83,12.62,8244.98,0.6567,Medium
72.25,9.71,11.73,17508.6,0.7414,High
65.57,3.83,10.73,4484.97,0.5556,Medium
54.78,4.6,4.68,3227.68,0.4301,Low
68.66,7.61,9.32,6787.74,0.6254,Medium
78.7,13.94,14.85,71439.18,0.923,Very High
65.27,6.67,9.93,4702.73,0.5866,Medium
50.87,2.62,7.0,2138.31,0.3955,Low
78.58,11.82,16.83,49909.67,0.8998,Very High
58.97,5.01,7.24,2719.51,0.4793,Low
57.87,2.77,4.96,3177.62,0.4123,Low
57.47,5.0,7.3,1940.27,0.457,Low
76.69,9.91,16.44,57550.44,0.8702,Very High
66.47,3.87,12.2,9832.79,0.6143,Medium
60.01,3.39,4.74,1854.85,0.4049,Low
53.01,3.94,4.8,1424.35,0.3779,Low
72.81,14.59,18.33,62940.36,0.9206,Very High
68.29,7.48,12.16,28926.83,0.72,High
81.49,10.0,15.33,49931.29,0.8769,Very High
70.31,9.84,14.95,19845.67,0.7718,High
64.04,6.28,11.37,9451.94,0.6253,Medium
77.5,12.5,18.55,56039.02,0.9187,Very High
69.02,9.64,12.5,21868.74,0.743,High
72.73,6.81,12.26,32130.71,0.7377,High
80.36,10.85,17.67,72780.67,0.9237,Very High
58.15,2.21,8.51,2802.4,0.4509,Low
82.94,12.52,15.07,44490.43,0.9069,Very High
72.47,10.66,12.45,28001.08,0.7839,High
56.04,2.99,5.47,1585.36,0.3875,Low
52.34,2.74,5.42,1344.95,0.3615,Low
57.72,1.5,5.15,3396.09,0.3909,Low
70.18,10.62,13.67,22114.03,0.773,High
82.41,14.67,14.57,42858.21,0.9227,Very High
70.61,7.24,11.57,32060.92,0.7256,High
61.47,6.28,11.31,5003.67,0.5822,Medium
78.62,12.18,16.91,60598.38,0.9143,Very High
72.48,10.14,11.81,10255.07,0.7219,High
84.69,13.52,14.57,63607.29,0.9398,Very High
51.91,2.94,5.88,2230.16,0.392,Low
56.5,3.55,5.42,1655.19,0.4,Low
60.72,4.38,10.43,10703.69,0.5776,Medium
77.41,9.16,11.22,21483.63,0.7618,High
68.73,8.48,15.46,18429.34,0.7493,High
53.13,3.91,9.64,1277.45,0.4274,Low
62.27,5.75,9.48,3276.77,0.5383,Low
74.04,8.61,14.2,21066.41,0.7708,High
46.67,2.7,6.98,2429.36,0.3829,Low
61.29,5.16,5.76,1104.17,0.4245,Low
57.54,3.88,5.01,3165.26,0.4326,Low
85.45,15.0,17.83,70172.07,0.995,Very High
65.64,7.08,12.48,11151.27,0.6629,Medium
69.4,10.96,13.44,22416.77,0.7714,High
71.02,10.77,15.13,19253.32,0.7862,High
72.54,9.24,11.68,14396.82,0.7266,High
78.69,7.45,14.67,21326.18,0.7829,High
83.66,12.15,16.85,54535.35,0.9336,Very High
79.61,10.56,16.48,64046.5,0.8984,Very High
56.51,2.49,8.94,2165.62,0.4422,Low
70.22,8.07,11.46,4718.2,0.6416,Medium
74.76,7.71,12.35,31557.83,0.7602,High
68.62,10.15,15.96,16279.7,0.7662,High
75.19,9.91,11.74,14546.49,0.7485,High
73.14,7.52,11.74,28595.98,0.7386,High
70.61,7.55,12.29,32867.48,0.7395,High
74.38,8.45,16.02,16241.72,0.7761,High
80.3,14.24,14.42,60409.33,0.9226,Very High
64.31,6.69,9.2,7971.56,0.5997,Medium
46.58,2.05,7.41,611.39,0.313,Low
79.11,11.36,15.87,47631.47,0.8854,Very High
53.78,1.75,5.41,1819.61,0.362,Low
58.42,1.95,4.98,1002.18,0.3471,Low
79.19,15.0,16.42,70152.47,0.9516,Very High
49.16,2.84,3.72,806.95,0.3038,Low
73.54,8.21,11.23,14111.47,0.7118,High
76.85,11.75,14.26,65795.6,0.8774,Very High
45.71,5.58,7.98,2980.17,0.4357,Low
54.74,2.87,7.31,3086.52,0.4356,Low
68.43,4.36,9.83,10875.57,0.6045,Medium
54.3,3.89,8.24,318.99,0.3212,Low
60.94,6.7,8.68,3166.05,0.5344,Low
54.51,5.05,5.59,556.47,0.3545,Low
78.19,14.82,16.44,61731.77,0.9382,Very High
78.64,13.99,17.89,35498.35,0.9169,Very High
72.78,9.13,13.95,25781.49,0.7781,High
53.3,1.36,6.84,1197.51,0.3562,Low
50.86,4.12,4.11,1068.69,0.3496,Low
63.2,4.87,7.97,3507.43,0.5156,Low
49.56,3.21,8.69,953.5,0.3779,Low
76.76,11.61,16.93,51376.01,0.8904,Very High
74.07,9.09,12.38,31888.85,0.7767,High
66.76,6.87,11.13,8339.62,0.6371,Medium
58.51,3.98,5.46,2883.89,0.4406,Low
48.18,1.88,4.24,1446.3,0.316,Low
60.72,6.29,11.13,3588.72,0.5602,Medium
57.64,5.01,4.22,1825.18,0.4164,Low
54.75,1.62,6.33,892.19,0.3436,Low
74.96,11.9,17.83,29862.57,0.8659,Very High
62.65,6.98,12.24,4172.2,0.5961,Medium
81.09,15.0,15.44,68938.76,0.9517,Very High
69.42,11.15,10.4,10241.37,0.7055,High
69.62,9.07,12.62,16471.52,0.7271,High
60.88,4.56,9.61,9177.09,0.5644,Medium
68.95,11.17,15.16,21584.08,0.7858,High
65.41,4.94,10.7,3993.48,0.5644,Medium
81.86,15.0,16.6,66267.2,0.9646,Very High
46.68,0.5,7.62,2979.63,0.3636,Low
79.99,13.79,16.09,56007.4,0.9282,Very High
78.71,11.19,14.91,32125.27,0.8526,Very High
71.44,9.66,15.56,17063.04,0.7739,High
68.92,3.77,9.71,5795.69,0.5672,Medium
83.72,12.58,15.55,32761.33,0.9004,Very High
62.2,5.25,7.67,2212.66,0.4904,Low
61.7,4.76,5.04,2719.17,0.4572,Low
65.89,5.23,7.88,10597.9,0.5805,Medium
55.51,4.37,5.23,1657.89,0.407,Low
72.09,8.18,12.38,18091.76,0.7294,High
77.39,14.0,14.22,71226.79,0.9105,Very High
70.26,8.34,9.83,10775.89,0.6704,Medium
69.85,8.38,8.67,6238.49,0.6293,Medium
49.43,2.0,6.59,764.89,0.3264,Low
58.65,7.47,11.66,7625.49,0.6065,Medium
70.43,9.54,13.06,22449.13,0.7559,High
70.24,7.5,8.57,5171.17,0.6081,Medium
71.76,8.14,13.96,26306.64,0.7616,High
51.68,1.64,8.55,2365.79,0.4083,Low
81.82,9.46,16.81,37882.2,0.8738,Very High
71.29,7.59,11.21,10331.84,0.6782,Medium
62.59,4.78,9.23,4651.86,0.5406,Low
58.06,2.52,4.4,3447.68,0.4012,Low
59.99,3.85,9.55,6523.28,0.5347,Low
69.98,8.16,14.33,21607.55,0.748,High
66.59,6.39,9.63,7639.78,0.6087,Medium
60.09,8.03,11.37,5898.34,0.6052,Medium
66.25,7.36,10.1,8159.65,0.629,Medium
62.09,7.45,9.5,5276.6,0.5835,Medium
85.81,14.54,14.29,45309.08,0.9339,Very High
76.86,11.95,16.28,63998.01,0.8989,Very High
83.58,10.95,16.49,36723.22,0.8955,Very High
56.76,1.64,4.04,1282.25,0.3314,Low
63.43,8.66,8.23,6933.01,0.6049,Medium
66.33,5.87,7.65,9246.31,0.5839,Medium
73.78,9.46,13.69,22137.92,0.7772,High
82.04,11.31,14.59,65356.87,0.9009,Very High
56.89,4.28,9.1,1469.06,0.45,Low
69.09,10.67,12.23,22550.3,0.7547,High
80.64,11.68,17.7,41772.19,0.9083,Very High
75.73,12.59,16.35,58746.83,0.8969,Very High
57.52,2.23,7.1,2426.44,0.4227,Low
71.29,7.33,12.96,27338.64,0.7394,High
72.14,10.34,14.17,14233.7,0.7626,High
80.97,13.18,17.01,43643.52,0.9226,Very High
56.36,4.31,7.21,1215.49,0.4171,Low
54.34,3.11,5.45,3072.23,0.4115,Low
82.65,15.0,16.37,54615.17,0.9569,Very High
76.24,9.64,16.06,48393.6,0.8527,Very High
86.68,13.8,16.75,74745.34,0.9743,Very High
61.53,4.83,8.22,7670.08,0.5463,Low
57.71,0.51,4.59,2360.17,0.342,Low
51.92,5.57,4.71,2785.5,0.4275,Low
67.33,9.12,12.66,16884.0,0.7178,High
69.69,8.99,13.58,29305.41,0.7629,High
75.58,8.33,16.1,26631.43,0.8057,Very High
64.26,6.72,10.26,4228.71,0.5808,Medium
68.06,7.28,10.49,3676.24,0.5991,Medium
54.2,3.08,6.45,1764.54,0.4007,Low
48.64,3.81,7.46,1690.72,0.3977,Low
59.85,7.04,8.07,6677.03,0.563,Medium
49.68,4.23,6.35,2021.68,0.4037,Low
76.03,11.33,14.15,49570.0,0.854,Very High
69.24,7.29,11.32,16364.37,0.6876,Medium
50.11,4.1,5.42,834.24,0.3494,Low
54.54,2.48,5.79,470.82,0.3117,Low
73.75,8.47,14.77,10882.09,0.7404,High
62.36,5.6,7.4,1004.28,0.4466,Low
65.65,6.95,9.9,5467.61,0.5992,Medium
60.5,4.56,11.36,7169.94,0.5729,Medium
66.98,4.13,8.86,8134.45,0.5691,Medium
52.71,1.05,3.76,1749.44,0.3121,Low
54.63,1.6,7.41,2582.6,0.4078,Low
74.84,6.32,13.41,24612.17,0.7424,High
52.96,4.95,3.98,1505.08,0.3854,Low
57.78,4.47,7.14,888.85,0.4054,Low
61.22,6.9,8.87,5915.67,0.571,Medium
70.97,7.94,14.15,22424.14,0.7499,High
79.4,11.95,16.87,34499.82,0.8876,Very High
76.91,12.36,15.07,66723.79,0.894,Very High
55.18,2.05,7.95,1863.31,0.4105,Low
72.33,8.99,14.13,25631.82,0.7758,High
80.43,10.11,15.78,63745.31,0.8892,Very High
84.51,13.55,15.9,32211.83,0.9179,Very High
84.52,11.63,17.53,33543.28,0.9136,Very High
80.44,13.26,18.07,41164.11,0.927,Very High
79.96,11.96,16.61,67487.89,0.9209,Very High
44.85,1.54,3.78,668.37,0.258,Low
69.04,7.11,12.03,21409.54,0.7043,High
87.71,12.51,16.37,47498.14,0.9328,Very High
82.17,11.44,14.0,51430.63,0.8856,Very High
67.01,6.78,10.93,3062.29,0.5828,Medium
64.8,7.95,8.58,3222.8,0.5667,Medium
69.87,6.7,9.87,4681.59,0.6053,Medium
73.61,9.21,12.81,11149.06,0.7301,High
68.64,7.27,6.94,4693.61,0.5742,Medium
73.38,7.6,12.25,12194.33,0.7072,High
77.16,10.44,17.11,49722.65,0.8789,Very High
59.3,3.99,5.49,2223.0,0.4325,Low
78.43,13.64,16.74,34647.78,0.9006,Very High
67.48,7.76,12.81,30292.09,0.7289,High
87.58,12.55,15.09,74343.22,0.9421,Very High
80.03,13.09,16.21,51483.39,0.9175,Very High
46.48,3.32,4.61,1040.96,0.3253,Low
79.79,13.43,12.59,53354.05,0.8861,Very High
75.23,7.99,12.32,12549.7,0.7227,High
84.41,10.66,14.42,70130.52,0.9052,Very High
72.53,7.15,14.46,31174.21,0.7656,High
69.89,4.53,7.86,2394.62,0.5142,Low
83.38,12.11,16.66,49215.21,0.9249,Very High
72.94,10.02,14.35,16174.25,0.771,High
80.68,10.41,15.77,33392.25,0.8633,Very High
75.91,10.15,13.24,14035.82,0.7683,High
75.53,10.82,13.58,30876.87,0.8173,Very High
50.22,3.28,3.93,948.65,0.3256,Low
69.49,8.67,14.38,10286.4,0.7158,High
53.53,1.54,8.98,2326.6,0.4193,Low
81.87,12.68,16.93,47457.29,0.9248,Very High
68.38,5.44,8.61,9265.07,0.5983,Medium
57.12,8.17,11.67,4470.26,0.5804,Medium
61.04,3.52,10.68,7823.29,0.5563,Medium
86.96,13.1,14.67,65019.14,0.9382,Very High
45.97,0.83,6.06,1837.65,0.3254,Low
50.7,1.33,5.16,2550.97,0.3514,Low
73.76,9.67,14.5,23942.97,0.7917,High
78.69,13.29,15.81,46952.05,0.9045,Very High
61.09,6.72,8.93,8311.43,0.5841,Medium
56.35,2.25,6.93,1248.16,0.3848,Low
69.27,9.17,11.0,21926.82,0.7226,High
59.01,5.46,9.62,5798.38,0.549,Low
52.14,2.32,6.04,1109.68,0.3533,Low
79.74,11.97,15.61,74763.56,0.9145,Very High
80.53,13.12,15.3,76998.19,0.9294,Very High
79.96,14.3,16.58,45640.95,0.9282,Very High
86.25,13.18,15.57,57299.42,0.9422,Very High
61.71,6.46,11.66,10293.49,0.6233,Medium
70.53,10.78,14.07,12939.3,0.7538,High
55.51,3.09,5.49,3542.67,0.4222,Low
74.61,8.64,11.26,16095.81,0.729,High
53.18,1.12,6.5,310.88,0.2672,Low
62.12,5.36,9.96,9932.94,0.5896,Medium
59.83,7.38,7.64,8025.98,0.5709,Medium
68.83,10.26,12.85,22864.94,0.7552,High
55.88,2.77,8.14,1151.29,0.4018,Low
73.18,13.71,14.47,55013.37,0.8749,Very High
75.6,12.37,17.72,44806.85,0.8936,Very High
77.88,12.69,16.81,60569.98,0.9153,Very High
55.53,2.76,7.14,1633.13,0.4061,Low
80.63,11.26,16.73,50282.35,0.903,Very High
70.92,8.44,11.44,11511.33,0.6956,Medium
71.08,11.03,12.44,15105.97,0.7517,High
75.9,7.61,13.34,28114.14,0.7704,High
60.42,2.35,5.49,1362.39,0.384,Low
84.15,13.59,14.13,44992.13,0.9166,Very High
57.67,2.73,4.07,639.28,0.3211,Low
74.73,7.3,12.15,10087.8,0.6986,Medium
65.81,6.63,10.17,7371.72,0.6133,Medium
77.66,13.81,14.63,55145.23,0.9016,Very High
72.69,10.82,14.65,11670.1,0.7648,High
68.72,8.12,9.06,8902.17,0.6427,Medium
69.26,7.24,9.33,7165.52,0.6255,Medium
74.85,11.13,11.9,25373.51,0.7911,High
70.13,5.74,15.74,15398.75,0.7173,High
83.19,10.7,15.04,59582.66,0.8991,Very High
69.82,4.84,8.59,10203.84,0.5983,Medium
64.37,5.4,11.56,4607.43,0.5828,Medium
59.45,4.93,12.55,3455.08,0.5503,Medium
69.4,5.55,10.88,5774.5,0.6098,Medium
69.46,6.15,8.29,10006.42,0.613,Medium
45.8,3.37,8.71,1264.67,0.3777,Low
83.27,13.96,13.97,70620.07,0.9372,Very High
63.57,5.67,9.11,11222.93,0.5957,Medium
58.67,2.21,9.65,877.69,0.4056,Low
69.38,8.43,12.86,23977.99,0.7376,High
77.61,11.46,16.41,47368.05,0.8841,Very High
72.22,8.48,12.14,20812.94,0.7378,High
65.43,7.08,8.63,4687.64,0.5781,Medium
80.71,15.0,16.77,49367.65,0.9454,Very High
63.44,7.04,11.03,2932.67,0.5693,Medium
77.81,13.52,16.68,47816.13,0.9117,Very High
62.46,5.71,9.5,3911.62,0.5477,Low
82.9,11.59,15.32,64838.27,0.9159,Very High
73.84,11.27,12.7,21934.38,0.7891,High
63.59,6.59,9.28,5542.46,0.5791,Medium
61.88,4.68,9.51,7128.73,0.5588,Medium
75.76,9.75,13.12,56053.98,0.827,Very High
71.2,6.49,14.65,33294.63,0.7553,High
46.4,1.39,7.06,742.16,0.3101,Low
81.13,12.07,15.65,72536.0,0.9218,Very High
66.59,7.51,8.51,8664.69,0.6172,Medium
85.88,12.16,17.56,60673.18,0.9526,Very High
81.36,13.92,16.7,42343.01,0.9284,Very High
71.26,9.57,12.84,21215.9,0.7555,High
56.1,6.49,10.53,9178.69,0.5778,Medium
71.0,9.17,10.81,10047.46,0.6917,Medium
61.69,3.3,6.75,865.82,0.3963,Low
55.95,4.02,5.71,688.41,0.3614,Low
75.04,15.0,14.02,39272.56,0.8792,Very High
58.49,2.72,3.16,3552.56,0.3849,Low
84.52,11.81,17.25,71344.13,0.9509,Very High
57.31,4.79,10.85,3602.27,0.5234,Low
82.52,11.38,17.94,34552.31,0.9067,Very High
77.1,10.66,18.6,55000.91,0.8947,Very High
61.32,5.02,7.86,3048.2,0.502,Low
78.92,12.34,17.12,67570.56,0.925,Very High
71.98,7.93,12.46,18254.98,0.7268,High
79.6,12.04,15.01,63812.99,0.9013,Very High
60.65,5.99,11.37,7998.83,0.5975,Medium
47.18,3.66,4.89,1896.26,0.3632,Low
59.28,5.96,7.74,3446.49,0.5113,Low
68.65,7.8,8.79,9654.16,0.6386,Medium
70.69,9.55,10.81,18936.13,0.7257,High
60.48,5.77,8.39,6679.81,0.552,Medium
79.29,13.44,17.82,36756.79,0.9156,Very High
78.33,12.27,14.24,73554.2,0.8962,Very High
76.04,9.07,15.93,26402.4,0.8147,Very High
51.67,2.11,7.48,2422.86,0.4025,Low
72.65,7.7,15.1,13537.72,0.7405,High
75.24,7.78,12.61,15674.55,0.7341,High
73.35,13.63,17.96,57499.12,0.909,Very High
52.86,2.74,5.58,1255.28,0.3623,Low
58.77,4.78,8.81,3043.18,0.4991,Low
84.93,14.47,17.08,60822.77,0.9745,Very High
58.85,6.14,7.37,3949.45,0.5141,Low
52.19,2.07,7.59,2229.09,0.4021,Low
84.0,15.0,14.78,59790.18,0.9531,Very High
57.41,7.47,9.1,4541.49,0.5501,Medium
84.21,13.71,14.58,36062.78,0.9114,Very High
50.05,1.9,6.16,2529.96,0.3754,Low
76.97,10.71,16.53,39427.2,0.8644,Very High
79.79,12.19,16.26,45200.3,0.9,Very High
52.93,3.97,6.75,925.79,0.379,Low
68.57,4.38,9.14,5264.51,0.5634,Medium
61.19,7.33,9.65,5159.46,0.5783,Medium
82.03,11.93,16.44,36703.01,0.8992,Very High
71.42,6.66,13.65,20752.24,0.7263,High
75.37,11.24,17.09,64876.73,0.8911,Very High
62.39,6.93,10.89,10679.94,0.6262,Medium
62.19,2.99,4.92,1897.16,0.4086,Low
71.75,9.29,12.13,14443.53,0.7286,High
64.96,5.33,8.3,8507.9,0.5744,Medium
69.91,7.74,13.0,19945.26,0.7245,High
80.22,12.97,17.96,57758.99,0.9393,Very High
68.17,9.94,13.51,29203.76,0.7658,High
80.22,15.0,15.5,69349.04,0.948,Very High
66.85,10.1,15.06,16135.56,0.7476,High
82.42,15.0,13.63,52896.16,0.928,Very High
77.4,14.11,15.23,59678.16,0.9132,Very High
51.16,0.62,9.25,2367.78,0.3991,Low
58.76,2.22,5.73,1114.66,0.37,Low
73.34,9.74,14.6,10553.6,0.7499,High
75.77,8.05,12.63,21871.23,0.7561,High
45.75,5.37,4.72,1178.64,0.3578,Low
68.21,4.15,7.15,11419.19,0.5635,Medium
60.33,1.33,7.54,2564.48,0.4256,Low
57.76,4.73,4.6,2451.61,0.4311,Low
62.46,7.09,10.25,3739.97,0.571,Medium
74.4,12.33,17.83,43917.59,0.8867,Very High
64.75,6.02,8.19,7602.07,0.5777,Medium
51.97,3.3,8.16,2053.16,0.4228,Low
79.06,14.83,15.24,45307.55,0.9167,Very High
75.54,12.99,15.36,39030.36,0.8716,Very High
58.07,1.77,5.84,821.91,0.3453,Low
75.91,13.04,15.45,33053.58,0.8667,Very High
68.08,4.54,9.12,7465.46,0.5799,Medium
73.49,6.82,12.86,10061.36,0.6945,Medium
55.42,1.3,8.49,2363.77,0.4174,Low
74.32,8.58,11.85,30854.64,0.7635,High
55.72,4.98,9.11,1678.58,0.4613,Low
69.37,4.02,9.69,10060.44,0.5975,Medium
66.48,5.35,9.26,8535.84,0.5936,Medium
71.2,10.82,13.88,22081.84,0.7825,High
60.8,6.43,8.99,11679.4,0.5939,Medium
55.59,1.6,4.82,2290.58,0.3647,Low
75.0,6.68,12.36,12475.55,0.7043,High
81.04,12.33,14.86,33112.44,0.8786,Very High
66.27,7.0,10.18,10537.19,0.6371,Medium
70.68,7.43,9.83,9791.61,0.6551,Medium
66.22,8.36,10.82,18384.74,0.6871,Medium
67.61,9.3,11.77,12099.36,0.6965,Medium
73.41,6.41,14.46,15883.09,0.7288,High
76.73,14.43,17.34,46465.26,0.9203,Very High
80.93,10.87,14.7,52812.53,0.8812,Very High
70.79,10.22,14.44,20582.68,0.7755,High
81.99,11.51,14.73,45301.46,0.8874,Very High
73.38,8.25,14.86,29590.64,0.786,High
68.61,8.28,13.17,16207.8,0.7172,High
77.55,7.98,12.94,17632.44,0.7564,High
74.83,9.02,11.29,21976.73,0.7501,High
78.7,15.0,17.41,57546.1,0.9483,Very High
64.36,6.89,10.48,9685.46,0.6262,Medium
59.59,3.42,6.2,2392.58,0.4372,Low
69.67,6.33,12.13,9184.1,0.6587,Medium
76.17,12.63,17.02,35357.77,0.8813,Very High
68.47,5.28,10.9,4388.58,0.5886,Medium
54.0,0.77,8.3,1213.87,0.3698,Low
81.51,12.39,17.82,44008.86,0.9244,Very High
69.53,9.47,12.22,16060.43,0.7263,High
73.09,11.12,14.63,14192.35,0.7803,High
76.79,8.52,14.85,19131.33,0.7846,High
49.87,2.2,7.09,2530.88,0.3929,Low
74.27,9.35,13.16,16753.58,0.759,High
69.46,5.86,11.99,4802.04,0.6172,Medium
67.04,5.36,12.34,10820.41,0.6439,Medium
74.62,7.97,12.34,21065.64,0.7449,High
45.27,4.77,5.96,1715.73,0.3783,Low
67.64,6.88,9.91,7995.85,0.6255,Medium
63.71,6.31,10.82,3467.14,0.5688,Medium
59.82,5.72,9.02,6775.4,0.5563,Medium
78.41,14.87,15.51,73566.68,0.9398,Very High
68.62,6.43,11.73,4251.65,0.6118,Medium
56.25,2.03,5.54,494.98,0.3102,Low
50.37,2.0,5.74,2387.41,0.37,Low
71.82,12.07,16.69,25987.73,0.8338,Very High
69.6,9.75,12.7,12937.29,0.7243,High
50.92,5.33,6.69,2707.04,0.4416,Low
57.32,4.87,6.83,2809.5,0.467,Low
67.6,8.34,14.31,26216.25,0.7466,High
53.67,2.83,6.56,1840.82,0.398,Low
67.6,5.96,9.71,9744.95,0.619,Medium
82.95,13.67,17.97,68324.52,0.9697,Very High
53.99,5.2,8.41,2477.15,0.469,Low
77.49,13.54,16.39,33994.09,0.8905,Very High
83.75,14.51,14.4,48492.93,0.9321,Very High
59.48,5.86,10.92,5835.65,0.5709,Medium
48.26,2.69,8.23,2206.47,0.4014,Low
61.09,5.29,10.14,8174.64,0.5776,Medium
49.14,4.07,8.39,293.36,0.2995,Low
70.16,8.15,13.73,23870.86,0.7471,High
69.71,7.66,12.12,11330.07,0.6865,Medium
52.09,3.04,5.37,2529.0,0.3921,Low
59.92,5.58,11.48,6388.86,0.5796,Medium
54.18,4.31,7.01,2282.97,0.4381,Low
